date,description,category,type,amount
2024-12-07,Pembayaran dari klien,Business,income,1798808
2025-10-03,Beli vitamin C di Guardian,Health & Medical,expense,1574778
2025-06-22,Bayar tol Cikampek,Transportation,expense,168806
2025-02-06,Belanja baju di Zara,Shopping,expense,3338708
2024-12-13,Nonton konser K-pop,Entertainment,expense,665395
2025-02-08,Bayar SPP anak,Education,expense,1232556
2025-03-18,Langganan Netflix Premium,Entertainment,expense,322437
2024-12-04,Refund tiket pesawat,Other Income,income,328716
2025-03-01,Beli skincare di Watsons,Shopping,expense,3961284
2025-06-22,Komisi reseller,Business,income,2737532
2025-06-22,Potongan layanan e-wallet,Other Expense,expense,251987
2025-06-08,Pesan makanan lewat GrabFood,Food & Dining,expense,217303
2025-04-07,Potongan layanan e-wallet,Other Expense,expense,83817
2024-11-16,Gaji bulanan dari perusahaan,Salary,income,10388554
2024-11-16,Penarikan tunai ATM,Other Expense,expense,242625
2025-03-19,Sumbangan ke yayasan yatim,Gift & Donation,expense,792726
2025-05-24,Nonton konser K-pop,Entertainment,expense,215535
2025-09-23,Gaji bulanan dari perusahaan,Salary,income,10889322
2025-02-28,Top up pulsa XL,Bills & Utilities,expense,947369
2025-02-21,Ngopi bareng teman di KFC,Food & Dining,expense,173347
2024-11-11,Cashback ShopeePay,Other Income,income,97697
2025-10-12,Potongan layanan e-wallet,Other Expense,expense,229538
2025-02-22,Pendapatan tambahan kecil,Other Income,income,148604
2025-08-15,Biaya admin bank,Other Expense,expense,139515
2024-11-13,Denda keterlambatan kartu kredit,Other Expense,expense,195940
2025-04-12,Top up pulsa XL,Bills & Utilities,expense,846979
2025-04-27,Nonton konser K-pop,Entertainment,expense,658655
2025-06-18,Cek kesehatan rutin,Health & Medical,expense,1431397
2025-02-07,Pemasukan dari usaha laundry,Business,income,2695338
2025-03-17,Top up pulsa XL,Bills & Utilities,expense,116191
2025-04-29,Belanja baju di Zara,Shopping,expense,292692
2025-02-06,Sumbangan ke yayasan yatim,Gift & Donation,expense,926747
2024-12-19,Les privat matematika,Education,expense,1336409
2025-02-17,Penjualan barang bekas,Other Income,income,27068
2025-09-09,Sarapan di Warung Nasi Uduk,Food & Dining,expense,137278
2024-11-21,Belanja baju di Zara,Shopping,expense,4542901
2025-06-12,Bayar tagihan listrik,Bills & Utilities,expense,1774531
2025-09-15,Naik Transjakarta,Transportation,expense,226452
2024-11-13,Les privat matematika,Education,expense,3770710
2025-01-13,Beli game di Steam,Entertainment,expense,112571
2024-12-24,Bayar air PAM,Bills & Utilities,expense,1303064
2025-10-02,Bonus proyek akhir tahun,Salary,income,17060840
2025-08-26,Bayar SPP anak,Education,expense,4102298
2025-08-24,Top up pulsa XL,Bills & Utilities,expense,1128103
2025-08-25,Beli skincare di Watsons,Shopping,expense,3182879
2025-03-30,Tes darah di klinik,Health & Medical,expense,911498
2025-07-01,Penarikan tunai ATM,Other Expense,expense,276895
2024-12-16,Bayar tagihan listrik,Bills & Utilities,expense,577006
2025-03-07,Konsultasi dokter gigi,Health & Medical,expense,1620451
2025-06-18,Denda keterlambatan kartu kredit,Other Expense,expense,227140
2025-09-18,Pendapatan toko online,Business,income,4034043
2025-10-04,Langganan Skillshare,Education,expense,4294248
2025-03-02,Pendapatan toko online,Business,income,2001603
2025-09-12,Tunjangan makan bulanan,Salary,income,12052805
2025-03-29,Bayar kursus Python online,Education,expense,2251447
2025-05-23,Langganan Netflix Premium,Entertainment,expense,109686
2025-09-18,Pesan makanan lewat GrabFood,Food & Dining,expense,167506
2025-04-09,Bayar tol Cikampek,Transportation,expense,207439
2025-02-11,Penjualan produk handmade,Business,income,9204576
2025-05-06,Bayar tagihan listrik,Bills & Utilities,expense,1074107
2025-03-06,Beli tiket bioskop XXI,Entertainment,expense,490267
2024-12-16,Langganan Disney+,Entertainment,expense,292500
2025-03-17,Pendapatan dari freelance,Salary,income,5696892
2024-10-25,Bayar air PAM,Bills & Utilities,expense,172650
2024-12-27,Langganan internet Biznet,Bills & Utilities,expense,1943736
2025-08-09,Tunjangan makan bulanan,Salary,income,16651088
2025-05-18,Beli mainan anak di Gramedia,Shopping,expense,423542
2025-04-16,Penjualan barang bekas,Other Income,income,482473
2025-02-23,Pembayaran dari klien,Business,income,3938964
2024-12-13,Sarapan di Warung Nasi Uduk,Food & Dining,expense,79363
2025-10-13,Nonton konser K-pop,Entertainment,expense,458856
2025-01-31,Penjualan produk handmade,Business,income,7906155
2025-06-18,Beli mainan anak di Gramedia,Shopping,expense,4041063
2025-09-15,Biaya transfer antar bank,Other Expense,expense,247178
2025-05-28,Beli mainan anak di Gramedia,Shopping,expense,1000328
2025-10-03,Pendapatan tambahan kecil,Other Income,income,56669
2024-12-17,Langganan Skillshare,Education,expense,2208073
2025-01-06,Sumbangan ke yayasan yatim,Gift & Donation,expense,103525
2025-06-21,Bayar air PAM,Bills & Utilities,expense,1035631
2024-12-27,Bayar tagihan listrik,Bills & Utilities,expense,312508
2025-09-10,Penarikan tunai ATM,Other Expense,expense,163359
2024-10-30,Ngopi bareng teman di KFC,Food & Dining,expense,114981
2025-05-09,Cek kesehatan rutin,Health & Medical,expense,1459919
2025-07-18,Bayar iuran RT,Bills & Utilities,expense,189253
2024-11-28,Les privat matematika,Education,expense,3839186
2025-04-20,Ngopi bareng teman di KFC,Food & Dining,expense,162587
2025-10-01,Hadiah ulang tahun untuk teman,Gift & Donation,expense,338344
2025-05-03,Tunjangan makan bulanan,Salary,income,19969095
2025-04-11,Makan malam di Solaria,Food & Dining,expense,152790
2025-04-21,Beli bunga untuk ibu,Gift & Donation,expense,474371
2025-08-28,Potongan layanan e-wallet,Other Expense,expense,424282
2025-01-28,Bayar SPP anak,Education,expense,4516240
2025-05-27,Beli mainan anak di Gramedia,Shopping,expense,4879801
2025-01-31,Denda keterlambatan kartu kredit,Other Expense,expense,397094
2025-03-18,Naik taksi Blue Bird,Transportation,expense,161853
2025-07-07,Refund tiket pesawat,Other Income,income,305996
2025-08-05,Pesan makanan lewat GrabFood,Food & Dining,expense,106170
2025-06-13,Bayar iuran RT,Bills & Utilities,expense,1235141
2024-12-05,Beli skincare di Watsons,Shopping,expense,1663425
2025-06-04,Langganan internet Biznet,Bills & Utilities,expense,359671
2025-03-29,Beli game di Steam,Entertainment,expense,322224
2025-01-17,Refund tiket pesawat,Other Income,income,411999
2025-06-12,Pendapatan toko online,Business,income,5749928
2024-10-25,Komisi tambahan,Salary,income,18220610
2024-12-30,Zakat bulanan,Gift & Donation,expense,843671
2025-09-08,Langganan internet Biznet,Bills & Utilities,expense,1546312
2025-09-25,Cashback ShopeePay,Other Income,income,83225
2025-03-22,Langganan Skillshare,Education,expense,3070379
2025-02-24,Penjualan barang bekas,Other Income,income,165545
2025-02-23,Biaya admin bank,Other Expense,expense,318529
2025-06-17,Beli bunga untuk ibu,Gift & Donation,expense,105278
2025-03-15,Pendapatan toko online,Business,income,2016833
2025-03-04,Makan malam di Solaria,Food & Dining,expense,45156
2025-05-04,Langganan Netflix Premium,Entertainment,expense,742026
2025-03-15,Zakat bulanan,Gift & Donation,expense,975120
2025-02-14,Beli kopi di Janji Jiwa,Food & Dining,expense,225933
2025-02-03,Naik taksi Blue Bird,Transportation,expense,201457
2025-02-06,Naik taksi Blue Bird,Transportation,expense,181650
2025-07-16,Beli laptop di Tokopedia,Shopping,expense,3598374
2025-07-22,Makan malam di Solaria,Food & Dining,expense,75206
2025-08-09,Beli kopi di Janji Jiwa,Food & Dining,expense,139109
2025-04-26,Bonus proyek akhir tahun,Salary,income,16705471
2025-10-02,Pendapatan dari freelance,Salary,income,14433415
2025-06-30,Bonus proyek akhir tahun,Salary,income,10678953
2024-11-22,Biaya admin bank,Other Expense,expense,97648
2025-05-15,Beli bunga untuk ibu,Gift & Donation,expense,997754
2025-01-27,Zakat bulanan,Gift & Donation,expense,734346
2025-06-16,Belanja baju di Zara,Shopping,expense,3784400
2025-05-25,Top up pulsa XL,Bills & Utilities,expense,920804
2025-05-19,Penjualan produk handmade,Business,income,2078882
2025-07-04,Potongan layanan e-wallet,Other Expense,expense,88475
2025-02-08,Penarikan tunai ATM,Other Expense,expense,84238
2025-01-31,Naik Transjakarta,Transportation,expense,62311
2025-06-17,Pendapatan toko online,Business,income,7450549
2024-12-04,Beli game di Steam,Entertainment,expense,795674
2025-03-01,Beli kopi di Janji Jiwa,Food & Dining,expense,181854
2025-04-13,Tes darah di klinik,Health & Medical,expense,1526988
2025-02-06,Beli mainan anak di Gramedia,Shopping,expense,4656076
2024-11-26,Pembayaran dari klien,Business,income,6312951
2024-11-18,Parkir di kantor,Transportation,expense,175905
2025-01-01,Komisi reseller,Business,income,4813120
2024-12-03,Beli tiket bioskop XXI,Entertainment,expense,508678
2025-07-14,Komisi reseller,Business,income,1651989
2025-10-07,Beli sepatu di Shopee,Shopping,expense,183944
2025-05-06,Bayar iuran RT,Bills & Utilities,expense,105090
2025-04-23,Potongan layanan e-wallet,Other Expense,expense,472730
2025-09-28,Beli buku pelajaran,Education,expense,4605253
2024-11-12,Beli laptop di Tokopedia,Shopping,expense,2275236
2025-09-12,Ngopi bareng teman di KFC,Food & Dining,expense,289673
2025-05-13,Belanja baju di Zara,Shopping,expense,4081903
2024-10-31,Komisi reseller,Business,income,6383520
2025-07-21,Naik Transjakarta,Transportation,expense,32395
2024-12-05,Naik taksi Blue Bird,Transportation,expense,195747
2024-12-21,Belanja baju di Zara,Shopping,expense,450464
2025-03-20,Bayar kursus Python online,Education,expense,1799178
2025-05-03,Penjualan barang bekas,Other Income,income,170161
2024-11-30,Langganan Skillshare,Education,expense,1367500
2025-10-07,Penjualan produk handmade,Business,income,6541396
2024-12-17,Hadiah ulang tahun untuk teman,Gift & Donation,expense,927739
2025-05-12,Pembayaran dari klien,Business,income,6703591
2024-12-29,Bayar kursus Python online,Education,expense,1003643
2025-05-18,Bayar tol Cikampek,Transportation,expense,111256
2025-06-10,Bayar iuran RT,Bills & Utilities,expense,1839610
2025-08-08,Hadiah ulang tahun untuk teman,Gift & Donation,expense,24598
2025-07-05,Beli skincare di Watsons,Shopping,expense,2485418
2025-04-30,Beli game di Steam,Entertainment,expense,445535
2024-12-01,Beli buku pelajaran,Education,expense,4680332
2025-09-10,Beli mainan anak di Gramedia,Shopping,expense,3609112
2025-09-02,Beli buku pelajaran,Education,expense,690166
2025-02-01,Isi bensin Pertalite,Transportation,expense,81022
2025-06-05,Bunga deposito bank,Other Income,income,463787
2025-02-20,Pendapatan tambahan kecil,Other Income,income,29255
2025-04-01,Pemasukan dari usaha laundry,Business,income,2461097
2024-11-27,Pendapatan tambahan kecil,Other Income,income,452129
2025-01-23,Beli bunga untuk ibu,Gift & Donation,expense,12184
2025-03-08,Belanja baju di Zara,Shopping,expense,2368010
2024-11-09,Pesan makanan lewat GrabFood,Food & Dining,expense,255986
2025-07-17,Les privat matematika,Education,expense,1965991
2024-10-27,Bayar iuran RT,Bills & Utilities,expense,891247
2025-06-17,Zakat bulanan,Gift & Donation,expense,765347
2025-05-16,Donasi ke gereja,Gift & Donation,expense,122481
2025-09-29,Zakat bulanan,Gift & Donation,expense,370729
2025-03-24,Hadiah ulang tahun untuk teman,Gift & Donation,expense,275512
2024-12-07,Beli bunga untuk ibu,Gift & Donation,expense,890534
2025-03-11,Pesan makanan lewat GrabFood,Food & Dining,expense,266804
2024-12-30,Penjualan produk handmade,Business,income,1838616
2025-03-16,Komisi reseller,Business,income,8798178
2025-04-09,Langganan Disney+,Entertainment,expense,77806
2025-10-05,Bayar tol Cikampek,Transportation,expense,141849
2025-07-14,Belanja baju di Zara,Shopping,expense,2446960
2025-06-29,Beli mainan anak di Gramedia,Shopping,expense,535069
2024-12-03,Parkir di kantor,Transportation,expense,79374
2025-07-31,Pendapatan dari freelance,Salary,income,11185801
2025-07-18,Top up pulsa XL,Bills & Utilities,expense,532951
2025-06-15,Beli game di Steam,Entertainment,expense,596546
2025-03-27,Beli buku pelajaran,Education,expense,1802248
2025-08-16,Parkir di kantor,Transportation,expense,188935
2025-08-04,Cashback ShopeePay,Other Income,income,358282
2025-06-22,Makan malam di Solaria,Food & Dining,expense,230651
2025-06-02,Penarikan tunai ATM,Other Expense,expense,191452
2024-12-11,Donasi ke gereja,Gift & Donation,expense,783347
2024-12-17,Nonton konser K-pop,Entertainment,expense,396694
2025-09-24,Hadiah ulang tahun untuk teman,Gift & Donation,expense,638550
2025-06-18,Penjualan barang bekas,Other Income,income,37770
2025-05-14,Nonton konser K-pop,Entertainment,expense,984434
2024-12-09,Bayar iuran RT,Bills & Utilities,expense,1714591
2025-03-13,Beli buku pelajaran,Education,expense,379644
2025-09-24,Penjualan barang bekas,Other Income,income,328485
2025-05-22,Naik taksi Blue Bird,Transportation,expense,84740
2024-12-02,Bunga deposito bank,Other Income,income,52086
2025-01-31,Beli mainan anak di Gramedia,Shopping,expense,1814099
2025-03-09,Penarikan tunai ATM,Other Expense,expense,54130
2025-09-19,Beli kopi di Janji Jiwa,Food & Dining,expense,141253
2025-02-13,Beli mainan anak di Gramedia,Shopping,expense,2348382
2025-10-12,Naik taksi Blue Bird,Transportation,expense,85938
2025-09-24,Pendapatan toko online,Business,income,2942163
2024-11-04,Zakat bulanan,Gift & Donation,expense,450778
2025-05-08,Potongan layanan e-wallet,Other Expense,expense,407563
2024-12-29,Langganan Netflix Premium,Entertainment,expense,332090
2024-11-09,Langganan Netflix Premium,Entertainment,expense,924700
2025-08-11,Bayar kursus Python online,Education,expense,2377383
2025-02-12,Refund tiket pesawat,Other Income,income,406370
2025-07-30,Bunga deposito bank,Other Income,income,156573
2025-06-16,Biaya admin bank,Other Expense,expense,247132
2025-09-11,Beli bunga untuk ibu,Gift & Donation,expense,698008
2024-12-31,Cashback ShopeePay,Other Income,income,486706
2025-05-06,Penjualan produk handmade,Business,income,4416786
2025-06-01,Pendapatan tambahan kecil,Other Income,income,133639
2024-11-27,Tes darah di klinik,Health & Medical,expense,423619
2025-01-12,Cek kesehatan rutin,Health & Medical,expense,1584419
2024-12-26,Konsultasi dokter gigi,Health & Medical,expense,1280483
2025-03-18,Komisi tambahan,Salary,income,17753421
2025-04-27,Nonton konser K-pop,Entertainment,expense,186087
2025-02-01,Konsultasi dokter gigi,Health & Medical,expense,1736446
2025-07-14,Pendapatan toko online,Business,income,5099354
2025-09-02,Pendapatan dari freelance,Salary,income,7169520
2025-07-08,Refund tiket pesawat,Other Income,income,110949
2025-04-17,Refund tiket pesawat,Other Income,income,499907
2025-07-04,Beli vitamin C di Guardian,Health & Medical,expense,195789
2025-01-03,Sarapan di Warung Nasi Uduk,Food & Dining,expense,298105
2025-03-05,Beli mainan anak di Gramedia,Shopping,expense,1951121
2025-01-31,Beli sepatu di Shopee,Shopping,expense,633481
2024-11-26,Beli bunga untuk ibu,Gift & Donation,expense,230099
2025-01-01,Potongan layanan e-wallet,Other Expense,expense,143684
2025-02-18,Beli vitamin C di Guardian,Health & Medical,expense,1019658
2025-09-21,Bayar tol Cikampek,Transportation,expense,53160
2025-07-26,Konsultasi dokter gigi,Health & Medical,expense,555752
2024-11-11,Belanja baju di Zara,Shopping,expense,160713
2024-12-02,Sarapan di Warung Nasi Uduk,Food & Dining,expense,27685
2025-07-31,Donasi ke gereja,Gift & Donation,expense,258543
2025-08-09,Bayar air PAM,Bills & Utilities,expense,1011284
2025-07-11,Cek kesehatan rutin,Health & Medical,expense,1303904
2025-10-19,Penjualan barang bekas,Other Income,income,345454
2024-12-27,Makan malam di Solaria,Food & Dining,expense,71203
2025-06-29,Naik taksi Blue Bird,Transportation,expense,104291
2025-08-02,Bunga deposito bank,Other Income,income,250516
2025-04-27,Beli bunga untuk ibu,Gift & Donation,expense,954188
2025-06-06,Isi bensin Pertalite,Transportation,expense,123634
2025-06-08,Tes darah di klinik,Health & Medical,expense,1536048
2025-02-21,Beli laptop di Tokopedia,Shopping,expense,2442820
2025-04-03,Sumbangan ke yayasan yatim,Gift & Donation,expense,114761
2025-06-18,Top up pulsa XL,Bills & Utilities,expense,1956227
2025-06-17,Biaya admin bank,Other Expense,expense,403480
2025-04-25,Potongan layanan e-wallet,Other Expense,expense,204562
2025-04-10,Isi bensin Pertalite,Transportation,expense,226923
2025-04-17,Langganan Netflix Premium,Entertainment,expense,517836
2024-10-26,Isi bensin Pertalite,Transportation,expense,113135
2025-01-24,Bunga deposito bank,Other Income,income,117730
2025-03-07,Beli bunga untuk ibu,Gift & Donation,expense,937467
2025-06-24,Denda keterlambatan kartu kredit,Other Expense,expense,252106
2024-12-26,Pendapatan tambahan kecil,Other Income,income,313634
2025-06-05,Bayar iuran RT,Bills & Utilities,expense,1127010
2025-10-19,Komisi reseller,Business,income,6503615
2024-11-22,Biaya admin bank,Other Expense,expense,305051
2024-11-10,Potongan layanan e-wallet,Other Expense,expense,261950
2025-08-10,Gaji bulanan dari perusahaan,Salary,income,11951930
2024-10-29,Beli bunga untuk ibu,Gift & Donation,expense,322311
2025-07-18,Cek kesehatan rutin,Health & Medical,expense,1008057
2025-07-03,Denda keterlambatan kartu kredit,Other Expense,expense,240344
2024-12-23,Pemasukan dari usaha laundry,Business,income,2574109
